ticker,ticker_nm,market_cap,market_cap_ratio,share_count,foreign_ratio,industry
048550,SM C&C,321620308920,0.0002,94041026,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
000155,두산우,320685079800,0.0002,4411074,,
095660,네오위즈,319959116800,0.0002,21915008,,소프트웨어 개발 및 공급업
228850,레이언스,319377019500,0.0002,16591014,,의료용 기기 제조업
011040,경동제약,317936250000,0.0002,13275000,,의약품 제조업
192440,슈피겐코리아,317656149300,0.0002,6216363,,그외 기타 제품 제조업
241710,코스메카코리아,317196000000,0.0002,5340000,,기타 화학제품 제조업
042520,한스바이오메드,316930102550,0.0002,9857857,,의료용품 및 기타 의약 관련제품 제조업
025000,KPX케미칼,316052000000,0.0002,4840000,,기초 화학물질 제조업
044820,코스맥스비티아이,315008608800,0.0002,9603921,,기타 금융업
057500,SKC 솔믹스,313004663600,0.0002,61494040,,전자부품 제조업
036200,유니셈,312775074600,0.0002,30664223,,특수 목적용 기계 제조업
001500,현대차투자증권,312440232150,0.0002,29337111,,금융 지원 서비스업
052260,SK바이오랜드,312000000000,0.0002,15000000,,기타 화학제품 제조업
003120,일성신약,311220000000,0.0002,2660000,,의약품 제조업
268280,미원에스씨,310746660000,0.0002,5179111,,기초 화학물질 제조업
011930,신성이엔지,308793777705,0.0002,172993713,,반도체 제조업
016380,동부제철,308751519050,0.0002,25000123,,1차 철강 제조업
136480,하림,306484431450,0.0002,86945938,,"도축, 육류 가공 및 저장 처리업"
039440,에스티아이,305920080000,0.0002,12746670,,특수 목적용 기계 제조업
214420,토니모리,305172000000,0.0002,17640000,,기타 화학제품 제조업
000430,대원강업,304420000000,0.0002,62000000,,자동차 신품 부품 제조업
102260,동성코퍼레이션,303117949900,0.0002,45444970,,회사 본부 및 경영 컨설팅 서비스업
108790,인터파크,302457544400,0.0002,33127880,,무점포 소매업
095270,웨이브일렉트로,300456900000,0.0002,10654500,,통신 및 방송 장비 제조업
054950,제이브이엠,300085039200,0.0002,6330908,,일반 목적용 기계 제조업
005090,삼광글라스,300003032400,0.0002,4854418,,유리 및 유리제품 제조업
272550,삼양패키징,299826864400,0.0002,14209804,,플라스틱제품 제조업
138490,코오롱플라스틱,297540000000,0.0002,38000000,,합성고무 및 플라스틱 물질 제조업
040350,큐로컴,296512348860,0.0002,108612582,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
007720,대명코퍼레이션,295849320750,0.0002,100800450,,상품 종합 도매업
002810,삼영무역,295575882850,0.0002,16466623,,기타 전문 도매업
117670,알파홀딩스,295092678000,0.0002,13144440,,반도체 제조업
017960,한국카본,294097464330,0.0002,43960757,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
067390,아스트,293870473000,0.0002,15466867,,"항공기,우주선 및 부품 제조업"
140860,파크시스템스,293613447500,0.0002,6598055,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
067160,아프리카TV,293366488650,0.0002,11305067,,소프트웨어 개발 및 공급업
030790,동양네트웍스,291499636680,0.0002,94336452,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
102710,이엔에프테크놀로지,291100000000,0.0001,14200000,,기타 화학제품 제조업
001250,GS글로벌,290931518100,0.0001,82533764,,상품 종합 도매업
214180,민앤지,290628054600,0.0001,11886628,,기타 정보 서비스업
007820,에스엠코어,290000000000,0.0001,20000000,,일반 목적용 기계 제조업
215000,골프존,288041548500,0.0001,6275415,,소프트웨어 개발 및 공급업
001130,대한제분,287300000000,0.0001,1690000,,"곡물가공품, 전분 및 전분제품 제조업"
100130,동국S&C,286857860000,0.0001,57143000,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
027050,코리아나,286400000000,0.0001,40000000,,기타 화학제품 제조업
004710,한솔테크닉스,285217426200,0.0001,22109878,,전자부품 제조업
060590,씨티씨바이오,284645897950,0.0001,17625133,,생활용품 도매업
082920,비츠로셀,284061249500,0.0001,19590431,,일차전지 및 축전지 제조업
077970,STX엔진,283009519200,0.0001,23008904,,일반 목적용 기계 제조업
002320,한진,282601881600,0.0001,11974656,,도로 화물 운송업
217270,넵튠,281797949600,0.0001,19040402,,소프트웨어 개발 및 공급업
001270,부국증권,281023910600,0.0001,10369886,,금융 지원 서비스업
002780,진흥기업,278351152030,0.0001,145353082,,토목 건설업
065060,지엔코,277852804740,0.0001,98008044,,봉제의복 제조업
900100,뉴프라이드,277313881925,0.0001,78226765,,자동차 부품 및 내장품 판매업
183300,코미코,277290000000,0.0001,8775000,,특수 목적용 기계 제조업
097780,에스맥,277031408220,0.0001,212284604,,통신 및 방송 장비 제조업
126700,하이비젼시스템,276429072000,0.0001,14942112,,사진장비 및 광학기기 제조업
001780,알루코,275739177400,0.0001,74524102,,1차 비철금속 제조업
002310,아세아제지,274516786300,0.0001,8956502,,"골판지, 종이 상자 및 종이용기 제조업"
018000,유니슨,272209390050,0.0001,89102910,,일반 목적용 기계 제조업
025320,시노펙스,271896687100,0.0001,65517274,,전자부품 제조업
201490,미투온,271317987500,0.0001,31007770,,소프트웨어 개발 및 공급업
091120,이엠텍,270467689200,0.0001,15194814,,전자부품 제조업
027390,한화갤러리아타임월드,269705888450,0.0001,6000131,,종합 소매업
217730,강스템바이오텍,269436486000,0.0001,16329484,,기초 의약물질 및 생물학적 제제 제조업
196170,알테오젠,269230545500,0.0001,12610330,,자연과학 및 공학 연구개발업
045100,한양이엔지,269100000000,0.0001,18000000,,"건축기술, 엔지니어링 및 관련 기술 서비스업"
092230,KPX홀딩스,268265021000,0.0001,4224646,,기타 금융업
046440,KG모빌리언스,267966334720,0.0001,29906957,,소프트웨어 개발 및 공급업
015860,일진홀딩스,267956832690,0.0001,49347483,,기타 금융업
005070,코스모신소재,266958675200,0.0001,16277968,,기타 화학제품 제조업
034950,한국기업평가,265620069000,0.0001,4540514,,기타 사업지원 서비스업
142760,바이오리더스,265618677000,0.0001,15905310,,자연과학 및 공학 연구개발업
078150,HB테크놀러지,265012879230,0.0001,78990426,,특수 목적용 기계 제조업
008700,아남전자,264538132600,0.0001,77124820,,영상 및 음향기기 제조업
114570,지스마트글로벌,264286959750,0.0001,20728389,,반도체 제조업
144960,뉴파워프라즈마,264010784000,0.0001,8250337,,특수 목적용 기계 제조업
004360,세방,263563618500,0.0001,19308690,,도로 화물 운송업
016590,신대양제지,263547742800,0.0001,4029782,,"골판지, 종이 상자 및 종이용기 제조업"
123690,한국화장품,263515200000,0.0001,16068000,,생활용품 도매업
185490,아이진,263276208000,0.0001,10969842,,자연과학 및 공학 연구개발업
060720,KH바텍,263000000000,0.0001,20000000,,전자부품 제조업
064550,바이오니아,261932013600,0.0001,20624568,,의료용품 및 기타 의약 관련제품 제조업
002030,아세아,260731856000,0.0001,2191024,,회사 본부 및 경영 컨설팅 서비스업
003200,일신방직,260400000000,0.0001,2400000,,방적 및 가공사 제조업
064260,다날,260263739800,0.0001,49106366,,소프트웨어 개발 및 공급업
251370,와이엠티,259182000000,0.0001,7405200,,기초 화학물질 제조업
004700,조광피혁,258319011300,0.0001,6649138,,"가죽, 가방 및 유사제품 제조업"
023910,대한약품,257700000000,0.0001,6000000,,의약품 제조업
194510,파티게임즈,256837512400,0.0001,24229954,,소프트웨어 개발 및 공급업
123100,테라세미콘,256597168000,0.0001,11303840,,특수 목적용 기계 제조업
900140,코라오홀딩스,256101867800,0.0001,47869508,,기타 금융업
003570,S&T중공업,255565964930,0.0001,32473439,,자동차 신품 부품 제조업
003070,코오롱글로벌,254625423800,0.0001,25210438,,토목 건설업
060150,인선이엔티,254624624400,0.0001,35963930,,폐기물 처리업
251630,브이원텍,254498409500,0.0001,7366090,,특수 목적용 기계 제조업
029960,코엔텍,253500000000,0.0001,50000000,,폐기물 처리업
006390,현대시멘트,253054014400,0.0001,16758544,,"시멘트, 석회, 플라스터 및 그 제품 제조업"
007210,벽산,252986400000,0.0001,68560000,,기타 비금속 광물제품 제조업
143240,사람인에이치알,252463507100,0.0001,11634263,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
200880,서연이화,252445601580,0.0001,27028437,,자동차 신품 부품 제조업
166480,코아스템,251479040000,0.0001,15717440,,의약품 제조업
015360,예스코,251100000000,0.0001,6000000,,연료용 가스 제조 및 배관공급업
033160,엠케이전자,250788423500,0.0001,21807689,,전자부품 제조업
068400,AJ렌터카,250253190000,0.0001,22146300,,운송장비 임대업
005680,삼영전자,250000000000,0.0001,20000000,,전자부품 제조업
004970,신라교역,248800000000,0.0001,16000000,,어로 어업
243840,신흥에스이씨,248308785700,0.0001,6551683,,일차전지 및 축전지 제조업
001940,KISCO홀딩스,247953019600,0.0001,3695276,,기타 금융업
011370,서한,247696893575,0.0001,100894865,,건물 건설업
128820,대성산업,247438064660,0.0001,45235478,,연료 소매업
078600,대주전자재료,247370825000,0.0001,14551225,,전자부품 제조업
086040,바이오톡스텍,246604091000,0.0001,14506123,,자연과학 및 공학 연구개발업
095340,ISC,246205213800,0.0001,13602498,,전자부품 제조업
058610,에스피지,245304456250,0.0001,20876975,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
000680,LS네트웍스,245077379760,0.0001,78803016,,상품 종합 도매업
069110,코스온,244967139000,0.0001,18145714,,기타 화학제품 제조업
054050,농우바이오,243815000000,0.0001,14300000,,작물 재배업
095720,웅진씽크빅,243386789950,0.0001,34621165,,초등 교육기관
071055,한국금융지주우,243117416500,0.0001,5858251,,
004960,한신공영,242345856600,0.0001,11193804,,건물 건설업
160550,NEW,240899671740,0.0001,27406106,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
090470,제이스텍,240863832000,0.0001,14597808,,특수 목적용 기계 제조업
036890,진성티이씨,240560267600,0.0001,22482268,,특수 목적용 기계 제조업
121440,골프존뉴딘,240314548980,0.0001,42836818,,기타 금융업
214270,퓨쳐스트림네트웍스,240246686680,0.0001,84002338,,소프트웨어 개발 및 공급업
216050,인크로스,240118103400,0.0001,7885652,,광고업
115180,큐리언트,239848286400,0.0001,7566192,,자연과학 및 공학 연구개발업
178320,서진시스템,238389316550,0.0001,6248737,,통신 및 방송 장비 제조업
018120,진로발효,237382200000,0.0001,7524000,,알코올음료 제조업
011760,현대상사,236798491400,0.0001,13228966,,상품 종합 도매업
089980,상아프론테크,235348344000,0.0001,14263536,,플라스틱제품 제조업
012610,경인양행,234298917000,0.0001,40396365,,기초 화학물질 제조업
052790,액토즈소프트,233977674700,0.0001,11330638,,소프트웨어 개발 및 공급업
007810,코리아써키트,233609227390,0.0001,23620751,,전자부품 제조업
003545,대신증권우,232700000000,0.0001,26000000,,
074430,아미노로직스,231423733940,0.0001,87826844,,기타 전문 도매업
036530,S&T홀딩스,229884792600,0.0001,16303886,,기타 금융업
036800,나이스정보통신,229500000000,0.0001,10000000,,전기 통신업
138690,엘아이에스,229315195800,0.0001,14155259,,특수 목적용 기계 제조업
000140,하이트진로홀딩스,228354567600,0.0001,23206765,,기타 금융업
000970,한국주철관,228005000000,0.0001,22800500,,1차 철강 제조업
011280,태림포장,227287067400,0.0001,70805940,,"골판지, 종이 상자 및 종이용기 제조업"
071200,인피니트헬스케어,227131023980,0.0001,24396458,,소프트웨어 개발 및 공급업
229640,LS전선아시아,226317855810,0.0001,30624879,,기타 금융업
004150,한솔홀딩스,225772571770,0.0001,46359871,,기타 금융업
036000,예림당,225505571830,0.0001,23034277,,"서적, 잡지 및 기타 인쇄물 출판업"
036190,금화피에스시,224700000000,0.0001,6000000,,전기 및 통신 공사업
019550,SBI인베스트먼트,224462206375,0.0001,162066575,,신탁업 및 집합투자업
043610,지니뮤직,223827026150,0.0001,49192753,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
100700,세운메디칼,223380000000,0.0001,43800000,,의료용품 및 기타 의약 관련제품 제조업
205500,액션스퀘어,223076603100,0.0001,26399598,,소프트웨어 개발 및 공급업
206560,덱스터,222677702080,0.0001,22447349,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
077500,유니퀘스트,222328203910,0.0001,27080171,,기계장비 및 관련 물품 도매업
033500,동성화인텍,222075102070,0.0001,26983609,,기초 화학물질 제조업
039570,아이콘트롤스,221387000000,0.0001,16460000,,전기 및 통신 공사업
037460,삼지전자,221115973100,0.0001,16318522,,통신 및 방송 장비 제조업
122640,예스티,219070615500,0.0001,10818302,,특수 목적용 기계 제조업
143210,핸즈코퍼레이션,218632680000,0.0001,21863268,,자동차 신품 부품 제조업
035080,인터파크홀딩스,218497500000,0.0001,58500000,,기타 금융업
001540,안국약품,218460535000,0.0001,13042420,,의약품 제조업
225530,보광산업,217850400000,0.0001,34470000,,토사석 광업
084010,대한제강,217384193880,0.0001,24646734,,1차 철강 제조업
043370,평화정공,217350000000,0.0001,21000000,,자동차 신품 부품 제조업
089470,현대EP,216920000000,0.0001,31900000,,기타 화학제품 제조업
052330,코텍,216486272800,0.0001,15574552,,영상 및 음향기기 제조업
004310,현대약품,216320000000,0.0001,32000000,,의약품 제조업
950110,SBI핀테크솔루션즈,215744725000,0.0001,24656540,,소프트웨어 개발 및 공급업
215790,이노인스트루먼트,214438861980,0.0001,100439748,,통신 및 방송 장비 제조업
016880,웅진,214034374615,0.0001,72677207,,기타 금융업
900290,GRT,213915625000,0.0001,67375000,,기타 금융업
053980,오상자이엘,213861978100,0.0001,17747882,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
032620,유비케어,213518291000,0.0001,40286470,,소프트웨어 개발 및 공급업
017180,명문제약,212761800000,0.0001,24540000,,의약품 제조업
083640,인콘,212145796800,0.0001,25255452,,통신 및 방송 장비 제조업
222800,심텍,212057577880,0.0001,22752959,,전자부품 제조업
054670,대한뉴팜,211735070000,0.0001,14354920,,의약품 제조업
115160,휴맥스,211619412300,0.0001,23911798,,영상 및 음향기기 제조업
005740,크라운해태홀딩스,210832327400,0.0001,14847347,,기타 금융업
054780,키이스트,210673435680,0.0001,77453469,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
000860,강남제비스코,210275000000,0.0001,6500000,,기타 화학제품 제조업
194370,제이에스코퍼레이션,210035715750,0.0001,13335601,,"가죽, 가방 및 유사제품 제조업"
260660,알리코제약,208740822500,0.0001,9360575,,의료용품 및 기타 의약 관련제품 제조업
241690,유니테크노,208731600000,0.0001,11927520,,자동차 신품 부품 제조업
021080,에이티넘인베스트,208320000000,0.0001,48000000,,신탁업 및 집합투자업
043580,에임하이,208187767370,0.0001,65262623,,전자부품 제조업
203650,드림시큐리티,207673373200,0.0001,35805754,,소프트웨어 개발 및 공급업
053300,한국정보인증,207558900000,0.0001,31165000,,소프트웨어 개발 및 공급업
033640,네패스,207282854700,0.0001,22360610,,반도체 제조업
137940,넥스트아이,207153799875,0.0001,68480595,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
140670,알에스오토메이션,207096435000,0.0001,9103140,,전자부품 제조업
233990,하우동천,206976000000,0.0001,13440000,,
005389,현대차3우B,206937966500,0.0001,2478299,,
005960,동부건설,206935763200,0.0001,20860460,,토목 건설업
044450,KSS해운,205658755600,0.0001,23185880,,해상 운송업
109740,디에스케이,205583106300,0.0001,20354763,,특수 목적용 기계 제조업
206650,유바이오로직스,204886692680,0.0001,24449486,,자연과학 및 공학 연구개발업
036030,KTH,204289925840,0.0001,35715022,,전기 통신업
121600,나노신소재,203948660400,0.0001,10848333,,기타 화학제품 제조업
005160,동국산업,203688029910,0.0001,54244482,,1차 철강 제조업
008040,사조동아원,203248224000,0.0001,141144600,,"곡물가공품, 전분 및 전분제품 제조업"
035890,서희건설,202957261650,0.0001,173467745,,건물 건설업
004250,NPC,201592800000,0.0001,36720000,,플라스틱제품 제조업
083310,엘오티베큠,201582799000,0.0001,12638420,,특수 목적용 기계 제조업
210540,디와이파워,201511171000,0.0001,11041708,,특수 목적용 기계 제조업
067000,조이시티,201496054500,0.0001,11783395,,소프트웨어 개발 및 공급업
103130,웅진에너지,201014630130,0.0001,29691969,,반도체 제조업
037950,엘컴텍,200985095220,0.0001,84447519,,전자부품 제조업
038060,루멘스,200689948080,0.0001,47276784,,반도체 제조업
049180,셀루메드,200363793000,0.0001,19082266,,기초 의약물질 및 생물학적 제제 제조업
001790,대한제당,200226045300,0.0001,8840002,,"곡물가공품, 전분 및 전분제품 제조업"
005950,이수화학,200141800000,0.0001,15278000,,기초 화학물질 제조업
005990,매일홀딩스,199601323200,0.0001,13718304,,기타 금융업
114120,크루셜텍,199548011300,0.0001,91535785,,전자부품 제조업
000320,노루홀딩스,199367265000,0.0001,13291151,,기타 금융업
048410,현대아이비티,198702571200,0.0001,32574192,,컴퓨터 및 주변장치 제조업
067170,오텍,198551704500,0.0001,15391605,,기타 금융업
003350,한국화장품제조,198048400000,0.0001,4532000,,기타 화학제품 제조업
000490,대동공업,197181425100,0.0001,23728210,,특수 목적용 기계 제조업
168490,한국패러랠,196849200000,0.0001,80020000,,신탁업 및 집합투자업
220630,해마로푸드서비스,196715861670,0.0001,93897786,,음·식료품 및 담배 도매업
064800,필링크,196015202650,0.0001,54600335,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
001360,삼성제약,195955591875,0.0001,43594125,,의약품 제조업
031330,에스에이엠티,194990380650,0.0001,99995067,,기계장비 및 관련 물품 도매업
085310,엔케이,194359545360,0.0001,79983352,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
001880,삼호,194301004800,0.0001,15179766,,건물 건설업
026890,디피씨,194011904625,0.0001,41678175,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
000180,성창기업지주,193909448000,0.0001,69751600,,회사 본부 및 경영 컨설팅 서비스업
090730,SIMPAC Metal,193700000000,0.0001,13000000,,1차 철강 제조업
053950,경남제약,193472067200,0.0001,11248376,,의약품 제조업
002460,화성산업,192987400000,0.0001,12450800,,건물 건설업
200780,비씨월드제약,191139685550,0.0001,7309357,,의약품 제조업
013870,지엠비코리아,190722800000,0.0001,19072280,,자동차 신품 부품 제조업
046140,SBS콘텐츠허브,190381732850,0.0001,21463555,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
034940,조아제약,190244752320,0.0001,28310231,,의약품 제조업
002450,삼익악기,190114921500,0.0001,90530915,,악기 제조업
000390,삼화페인트,190094619690,0.0001,26438751,,기타 화학제품 제조업
144620,코오롱머티리얼,189675000000,0.0001,45000000,,화학섬유 제조업
171120,라이온켐텍,189247861500,0.0001,15386005,,기타 화학제품 제조업
004060,SG세계물산,189064912640,0.0001,202424960,,상품 종합 도매업
104480,티케이케미칼,189062502720,0.0001,90895434,,화학섬유 제조업
141000,비아트론,188989476000,0.0001,12114710,,특수 목적용 기계 제조업
234300,에스트래픽,188950703000,0.0001,11921180,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
112240,에스에프씨,188837743230,0.0001,37805354,,플라스틱제품 제조업
103590,일진전기,187997577300,0.0001,37080390,,절연선 및 케이블 제조업
002630,오리엔트바이오,187512983200,0.0001,163054768,,의약품 제조업
900300,오가닉티코스메틱,187283250000,0.0001,56925000,,기타 금융업
236200,슈프리마,187273220850,0.0001,7080273,,통신 및 방송 장비 제조업
060300,레드로버,187235582100,0.0001,44474010,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
075580,세진중공업,186875146400,0.0001,38372720,,선박 및 보트 건조업
001460,BYC,186759885000,0.0001,624615,,봉제의복 제조업
067280,멀티캠퍼스,186693538500,0.0001,5926779,,기타 교육기관
020760,일진디스플,186592159600,0.0001,28314440,,반도체 제조업
002840,미원상사,186340430000,0.0001,792938,,기타 화학제품 제조업
267290,경동도시가스,186323988500,0.0001,4717063,,연료용 가스 제조 및 배관공급업
000700,유수홀딩스,186198955800,0.0001,26041812,,회사 본부 및 경영 컨설팅 서비스업
282690,동아타이어,186082353250,0.0001,13733015,,고무제품 제조업
002800,신신제약,185838625000,0.0001,15170500,,의약품 제조업
004890,동일산업,185771469000,0.0001,2425215,,1차 철강 제조업
090360,로보스타,184080000000,0.0001,7800000,,특수 목적용 기계 제조업
009270,신원,183874556600,0.0001,68738152,,봉제의복 제조업
011160,두산건설,183608128680,0.0001,61613466,,건물 건설업
248170,샘표식품,183416682900,0.0001,4568286,,기타 식품 제조업
041460,한국전자인증,182403616500,0.0001,21459249,,소프트웨어 개발 및 공급업
118990,모트렉스,182306146050,0.0001,5450109,,자동차 신품 부품 제조업
039560,다산네트웍스,182139626500,0.0001,28021481,,통신 및 방송 장비 제조업
053610,프로텍,182108907750,0.0001,9460203,,특수 목적용 기계 제조업
096775,SK이노베이션우,181645983000,0.0001,1248426,,
003960,사조대림,181499508750,0.0001,5960575,,수산물 가공 및 저장 처리업
004560,현대비앤지스틸,180945732000,0.0001,15078811,,1차 철강 제조업
040910,아이씨디,180614492450,0.0001,16646497,,특수 목적용 기계 제조업
119860,다나와,180432543600,0.0001,13074822,,소프트웨어 개발 및 공급업
017890,한국알콜,180408096000,0.0001,21605760,,기타 화학제품 제조업
131290,티에스이,180301292700,0.0001,11061429,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
097520,엠씨넥스,179918956650,0.0001,9156181,,영상 및 음향기기 제조업
094850,참좋은여행,179900000000,0.0001,14000000,,여행사 및 기타 여행보조 서비스업
097955,CJ제일제당 우,179867171500,0.0001,1327433,,
041590,젬백스테크놀러지,179642802420,0.0001,44411076,,전자부품 제조업
018310,삼목에스폼,178605000000,0.0001,14700000,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
023900,풍국주정,178290000000,0.0001,12600000,,알코올음료 제조업
047310,파워로직스,178287356000,0.0001,34286030,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
052400,코나아이,178151901100,0.0001,15559118,,소프트웨어 개발 및 공급업
068790,DMS,178116649380,0.0001,23012487,,특수 목적용 기계 제조업
013990,아가방컴퍼니,177921569760,0.0001,32887536,,생활용품 도매업
045390,대아티아이,177523047390,0.0001,71151522,,소프트웨어 개발 및 공급업
092200,디아이씨,177492539000,0.0001,22467410,,자동차 신품 부품 제조업
005390,신성통상,177479861650,0.0001,143708390,,기타 전문 도매업
900260,로스웰,177477343750,0.0001,90781250,,기타 금융업
049070,인탑스,177160000000,0.0001,17200000,,통신 및 방송 장비 제조업
067830,세이브존I&C,176475848500,0.0001,41040895,,종합 소매업
131390,피앤이솔루션,176358000000,0.0001,14280000,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
063170,서울옥션,175942000000,0.0001,16917500,,상품 중개업
017900,광전자,175859320705,0.0001,57943763,,반도체 제조업
012690,모나리자,175359167725,0.0001,36571255,,기타 종이 및 판지 제품 제조업
016610,DB금융투자,175303586570,0.0001,42446389,,금융 지원 서비스업
109960,에이프로젠 H&G,175237516310,0.0001,51999263,,통신 및 방송 장비 제조업
077360,덕산하이메탈,175159642710,0.0001,22718501,,기타 금융업
030960,양지사,174981000000,0.0001,15980000,,인쇄 및 인쇄관련 산업
225330,씨엠에스에듀,174886571520,0.0001,18624768,,일반 교습 학원
214430,아이쓰리시스템,174471457000,0.0001,6855460,,전자부품 제조업
065650,메디프론,174279548960,0.0001,29439113,,기계장비 및 관련 물품 도매업
900310,컬러레이,174150000000,0.0001,54000000,,회사 본부 및 경영 컨설팅 서비스업
131030,디에이치피코리아,173930368500,0.0001,16564797,,의약품 제조업
060560,홈센타홀딩스,173876839025,0.0001,83796067,,기타 금융업
095190,이엠코리아,173825570800,0.0001,33557060,,특수 목적용 기계 제조업
155650,와이엠씨,173625636800,0.0001,9865093,,전자부품 제조업
033100,제룡전기,173474017200,0.0001,16062409,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
008290,원풍물산,173338891215,0.0001,38391781,,봉제의복 제조업
056080,유진로봇,173306142240,0.0001,37512152,,특수 목적용 기계 제조업
053350,이니텍,173170515000,0.0001,19790916,,소프트웨어 개발 및 공급업
900270,헝셩그룹,172400000000,0.0001,80000000,,기타 금융업
079370,제우스,172374400000,0.0001,10384000,,특수 목적용 기계 제조업
123860,아나패스,172170900000,0.0001,10127700,,반도체 제조업
014200,광림,171684640440,0.0001,48498486,,자동차용 엔진 및 자동차 제조업
002150,도화엔지니어링,171634800000,0.0001,33720000,,"건축기술, 엔지니어링 및 관련 기술 서비스업"
225190,삼양옵틱스,171500000000,0.0001,10000000,,사진장비 및 광학기기 제조업
041910,에스텍파마,171334987200,0.0001,11898263,,의약품 제조업
109610,에스와이패널,171110000000,0.0001,24100000,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
010820,퍼스텍,170925490200,0.0001,46764840,,무기 및 총포탄 제조업
038880,아이에이,170738172800,0.0001,41042830,,전자부품 제조업
092130,이크레더블,170416940000,0.0001,12043600,,기타 정보 서비스업
014100,보령메디앙스,169920000000,0.0001,11800000,,기타 화학제품 제조업
005945,NH투자증권우,169838712000,0.0001,18870968,,
033530,세종공업,169459933500,0.0001,20054430,,자동차 신품 부품 제조업
161580,필옵틱스,169018710000,0.0001,5818200,,특수 목적용 기계 제조업
220250,카이노스메드,168815400000,0.0001,12985800,,
215200,메가스터디교육,168749697600,0.0001,2324376,,일반 교습 학원
160980,싸이맥스,168691889300,0.0001,10576294,,특수 목적용 기계 제조업
084680,이월드,168348408420,0.0001,90509897,,유원지 및 기타 오락관련 서비스업
263720,디앤씨미디어,167976734850,0.0001,12041343,,"서적, 잡지 및 기타 인쇄물 출판업"
035610,솔본,167904421580,0.0001,27345997,,회사 본부 및 경영 컨설팅 서비스업
021320,KCC건설,167562000000,0.0001,21400000,,건물 건설업
222110,팬젠,167314589400,0.0001,9615781,,의약품 제조업
054620,APS홀딩스,166824727780,0.0001,20394221,,기타 금융업
277070,린드먼아시아,166725000000,0.0001,13500000,,신탁업 및 집합투자업
114810,아이원스,166357395600,0.0001,13415919,,특수 목적용 기계 제조업
041650,상신브레이크,166189023000,0.0001,21471450,,자동차 신품 부품 제조업
003460,유화증권,166138075950,0.0001,11340483,,금융 지원 서비스업
009300,삼아제약,165938500000,0.0001,6370000,,의약품 제조업
015890,태경산업,164850150000,0.0001,29228750,,기초 화학물질 제조업
264900,크라운제과,164688627500,0.0001,12523850,,기타 식품 제조업
067990,도이치모터스,164670941160,0.0001,26263308,,자동차 판매업
013570,디와이,164497706250,0.0001,26319633,,기타 금융업
073560,우리손에프앤지,164093213910,0.0001,69237643,,축산업
089140,넥스턴,164074302000,0.0001,11846520,,특수 목적용 기계 제조업
009320,대우부품,163903530000,0.0001,47646375,,자동차 신품 부품 제조업
083660,CSA 코스믹,163707943890,0.0001,19747641,,플라스틱제품 제조업
059090,미코,163472667660,0.0001,31316603,,반도체 제조업
012700,리드코프,163170303000,0.0001,26749230,,기타 전문 도매업
096630,에스코넥,163164310000,0.0001,65265724,,통신 및 방송 장비 제조업
035150,백산,163108000000,0.0001,24200000,,플라스틱제품 제조업
050110,캠시스,163013089200,0.0001,57806060,,전자부품 제조업
007660,이수페타시스,162597488120,0.0001,41268398,,전자부품 제조업
090350,노루페인트,162400000000,0.0001,20000000,,기타 화학제품 제조업
066620,국보디자인,162375000000,0.0001,7500000,,실내건축 및 건축마무리 공사업
259630,엠플러스,162302507500,0.0001,5111890,,특수 목적용 기계 제조업
002360,SH에너지화학,162255245800,0.0001,111133730,,기초 화학물질 제조업
060240,룽투코리아,161980091100,0.0001,24176133,,소프트웨어 개발 및 공급업
058430,포스코강판,161700000000,0.0001,6000000,,1차 철강 제조업
003160,디아이,161578507050,0.0001,31496785,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
054800,아이디스홀딩스,161424993600,0.0001,10347756,,기타 금융업
013580,계룡건설,161202871350,0.0001,8930907,,토목 건설업
194480,데브시스터즈,161153769500,0.0001,11152510,,소프트웨어 개발 및 공급업
